words	rst	class	segment	rst_code	class_code
more upbeat about current conditions than they are about the outlook for the economy .	comparison	NoArgument	1562	3	1
This means that the process of human organ transplantation can become simplified and the success rate can be improved immensely . This means that the process of human organ transplantation can become simplified and the success rate can be improved immensely .	none	Argument	1021	15	0
A link has been sent to your friend 's email address .	purpose	NoArgument	2182	16	1
that research cloning may not be a necessary or desirable way to overcome immune rejection .	elaboration	Argument	1002	9	0
Some studies suggest that research cloning may not be a necessary or desirable way	attribution	Argument	1002	1	0
Fourteen percent said the technology involved is very dangerous .	attribution	Argument	2098	1	0
A Pew Research Center poll , conducted in March 2001 , asked Americans what primarily influenced their thinking about unrestricted scientific research related to human cloning . A Pew Research Center poll , conducted in March 2001 , asked Americans what primarily influenced their thinking about unrestricted scientific research related to human cloning .	none	NoArgument	217	15	1
Also , given the threat of dangerous experimentation , it was essential to prohibit reproductive human cloning . Also , given the threat of dangerous experimentation , it was essential to prohibit reproductive human cloning .	none	Argument	6	15	0
No that did n't happen ! No that did n't happen !	none	NoArgument	1405	15	1
Fifteen percent of respondents say it will never be possible to clone humans .	attribution	NoArgument	1869	1	1
Reproductive cloning would allow lesbians to have a child without having	manner	Argument	487	13	0
without having to use donor sperm , and gay men	elaboration	Argument	487	9	0
to use donor sperm , and gay men to have a child	attribution	Argument	487	1	0
to have a child that does not have genes derived from an egg donor ( though , of course , a surrogate would have to carry the pregnancy ) .	attribution	Argument	487	1	0
Researchers have had little success in the steps required to make a dog clone , such as development after nuclear transfer and embryo implantation into the womb .	condition	Argument	497	5	0
Most favor universal background checks , although many	elaboration	NoArgument	1736	9	1
although many doubt	attribution	NoArgument	1736	1	1
doubt that such checks would prevent mass shootings .	attribution	NoArgument	1736	1	1
he believes cloning should be allowed only for creating cells in a dish , not a person .	attribution	NoArgument	830	1	1
Lanza said he believes	attribution	NoArgument	830	1	1
Leave this field blank Leave this field blank	none	NoArgument	370	15	1
Many attempts at animal cloning produced disfigured monsters with severe abnormalities . Many attempts at animal cloning produced disfigured monsters with severe abnormalities .	none	Argument	287	15	0
The May 2001 Gallup poll also asked the American public whether several issues facing the nation were morally acceptable or morally wrong .	attribution	NoArgument	782	1	1
This will eliminate the need to do an incision in back of the scalp for donor hair and will literally give the patient MORE hair .	purpose	NoArgument	1459	16	1
to do an incision in back of the scalp for donor hair and will literally give the patient MORE hair . 	elaboration	NoArgument	1459	9	1
New Meaning of Genetic Modification Through the use of human cloning it will also be possible for potential parents	elaboration	Argument	1384	9	0
parents to actually choose specific traits for their child .	purpose	Argument	1384	16	0
We should not clone animals or humans , cloning should be used to help replicate organs and cells	purpose	NoArgument	2728	16	1
to help replicate organs and cells to ensure	attribution	NoArgument	2728	1	1
to ensure that we , as humans , can live better lives .	attribution	NoArgument	2728	1	1
He or she will grow in an environment different from that of the clone , with different experiences and opportunities .	elaboration	NoArgument	389	9	1
Through genetic screens we are seeking to identify other functions that act upstream , downstream or in concert with dpp to mediate its signaling role .	purpose	NoArgument	1518	16	1
We sequenced a Mad cDNA and identified three Mad point mutations that alter the coding information .	attribution	NoArgument	2843	1	1
Having a cloned organ would mean no rejection of the organ from you body . Having a cloned organ would mean no rejection of the organ from you body .	none	Argument	562	15	0
And the means to do it . And the means to do it .	none	NoArgument	1222	15	1
As for spare parts , it would be no more ethical to use a clone for that	purpose	Argument	1028	16	0
to use a clone for that purpose than it would be to use your next door neighbor .	elaboration	Argument	1028	9	0
Reproductive cloning is inherently unsafe . Reproductive cloning is inherently unsafe .	none	Argument	2529	15	0
Human cloning violates the dignity and respect due to every human individual as it undermines the rights , identity and welfare of any child	elaboration	Argument	126	9	0
human individual as it undermines the rights , identity and welfare of any child created in this way .	elaboration	Argument	126	9	0
Since religion comes into play on the topic of human cloning this can lead to very passionate opinions that are emotional and not necessarily based on fact .	elaboration	NoArgument	2342	9	1
Edited by : Burley J , Harris	elaboration	NoArgument	120	9	1
Burley J , Harris J.	elaboration	NoArgument	120	9	1
J. 2002 , Maiden , Mass :	elaboration	NoArgument	120	9	1
2002 , Maiden , Mass : Blackwell Publisher , 245-252 .	elaboration	NoArgument	120	9	1
whether it is your own opinion or not .	elaboration	NoArgument	1811	9	1
When you get to college , writing 121 and 122 focus on being able to effectively argue a point of view whether it is your own opinion or not	attribution	NoArgument	1811	1	1
whether it is your own opinion or not and being able to find credible sources to back yourself up	list	NoArgument	1811	12	1
If genes are modified to create smarter being those that are average will not have a place in society .	condition	Argument	131	5	0
that cloning will be possible or frequent in the near future .	elaboration	NoArgument	1367	9	1
Most Americans do not expect that cloning will be possible or frequent	attribution	NoArgument	1367	1	1
.... really ..... Why would we even need armies then .	sequence	NoArgument	1586	21	1
Forty-one percent are opposed . Forty-one percent are opposed .	none	NoArgument	1246	15	1
If you cloned yourself the clone would not be like your sister , or brother , it would be an exact copy of you .	condition	NoArgument	2635	5	1
